MyUnknownColumn,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,id,name,price,speed,storagecapacity
1274,Asus,"Rog G752VT-GC073T",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 970M","Windows 10",4.0kg,1900,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1265,Asus,"Rog GL502VS",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",2.34kg,2325,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1263,Asus,"Rog GL553VE-FY052T",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.5kg,1600,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1289,Lenovo,"Yoga 900-13ISK","2 in 1 Convertible",13.3,"IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel Core i7 6500U 2.5GHz",16GB,"512GB SSD","Intel HD Graphics 520","Windows 10",1.3kg,1499,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1261,Dell,"Inspiron 7779","2 in 1 Convertible",17.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"512GB SSD","Nvidia GeForce 940MX","Windows 10",2.77kg,1799,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
937,Toshiba,"Tecra Z50-C-140",Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6600U 2.6GHz",16GB,"256GB SSD","Nvidia GeForce 930M","Windows 10",2.4kg,1975,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
917,LG,"Gram 15Z970",Ultrabook,15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"512GB SSD","Intel HD Graphics 620","Windows 10",1.08kg,2099,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
953,Dell,"Alienware 17",Gaming,17.3,2560x1440,"Intel Core i7 6820HK 2.7GHz",16GB,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1080","Windows 10",4.36kg,2758,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
947,Lenovo,"Yoga 900-13ISK","2 in 1 Convertible",13.3,"IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel Core i7 6560U 2.2GHz",16GB,"1TB SSD","Intel Iris Graphics 540","Windows 10",1.3kg,1799,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
931,MSI,"GE72VR 6RF",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.7kg,1599,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
932,Dell,"Inspiron 7567",Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.6kg,1349,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
914,Dell,"XPS 13","2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 7Y75 1.3GHz",16GB,"256GB SSD","Intel HD Graphics 615","Windows 10",1.22kg,1649,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1257,Lenovo,"ThinkPad 13",Notebook,13.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"512GB SSD","Intel HD Graphics 620","Windows 10",1.4kg,1499,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1220,Dell,"Inspiron 5579","2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",16GB,"512GB SSD","Intel UHD Graphics 620","Windows 10",2kg,1285,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1232,Asus,"ROG Strix",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.9kg,1949,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1230,MSI,"GS73VR Stealth",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.43kg,1948.99,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1229,Asus,"FX502VM-AS73 (i7-7700HQ/16GB/1TB",Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.2kg,1749,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1251,MSI,"GE72VR Apache",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.7kg,1598,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1249,Razer,"Blade Pro",Gaming,14,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"1TB SSD","Nvidia GeForce GTX 1060","Windows 10",1.95kg,3499,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1217,MSI,"GS73VR 7RF",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.43kg,2048.9,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1248,Lenovo,"ThinkPad Yoga",Netbook,12.5,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.50GHz",16GB,"512GB SSD","Intel HD Graphics 520","Windows 10",1.3kg,1650,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1221,Dell,"XPS 13",Ultrabook,13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz",16GB,"512GB SSD","Intel HD Graphics 620","Windows 10",1.2kg,2680,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1246,Lenovo,"IdeaPad Y700-15ISK",Gaming,15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10",2.6kg,1029,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1227,Asus,"Rog Strix",Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",2.2kg,2449,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1303,Lenovo,"Yoga 900-13ISK","2 in 1 Convertible",13.3,"IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel Core i7 6500U 2.5GHz",16GB,"512GB SSD","Intel HD Graphics 520","Windows 10",1.3kg,1499,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1317,Lenovo,"Yoga 900-13ISK","2 in 1 Convertible",13.3,"IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel Core i7 6500U 2.5GHz",16GB,"512GB SSD","Intel HD Graphics 520","Windows 10",1.3kg,1499,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1119,Lenovo,"Legion Y520-15IKBN",Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"512GB SSD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.4kg,1199,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1114,Asus,"G752VY-GC162T (i7-6700HQ/16GB/1TB",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10",4.3kg,2299,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1124,Asus,"Rog GL552VW-CN470T",Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10",2.59kg,1339,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1098,HP,"Spectre x360",Ultrabook,13.3,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7500U 2.7GHz",16GB,"512GB SSD","Intel HD Graphics 620","Windows 10",1.3kg,2049,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1092,MSI,"GT72VR Dominator",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",3.78kg,2499,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1075,Asus,"Rog G752VL-GC088D",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"1TB HDD","Nvidia GeForce GTX 965M","No OS",4kg,998,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1083,Dell,"Alienware 15",Gaming,15.6,"4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 970M","Windows 10",3.21kg,1329,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1079,MSI,"GS63VR 6RF",Gaming,15.6,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",1.8kg,1929,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1068,Dell,"XPS 13",Ultrabook,13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz",16GB,"1TB SSD","Intel HD Graphics 620","Windows 10",1.2kg,2254,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1056,Toshiba,"Tecra A50-C-218",Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",16GB,"256GB SSD","Nvidia GeForce 930M","Windows 10",2.4kg,1425,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1077,Dell,"Inspiron 5567",Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"2TB HDD","AMD Radeon R7 M445","Windows 10",2.32kg,989.99,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1061,MSI,"GT72S Dominator",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10",3.78kg,1545.64,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1073,MSI,"GT62VR 6RD",Gaming,15.6,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.94kg,1819,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1064,Lenovo,"ThinkPad X1",Notebook,14,"IPS Panel 2560x1440","Intel Core i7 6600U 2.6GHz",16GB,"256GB SSD","Intel HD Graphics 520","Windows 7",1.1kg,2620,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1062,Lenovo,"IdeaPad Y900-17ISK",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10",4.6kg,2289.99,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1031,Lenovo,"ThinkPad P70",Notebook,17.3,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 6820HQ 2.7GHz",16GB,"512GB SSD","Nvidia Quadro 3000M","Windows 7",2.4kg,2968,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1012,Asus,"Rog GL553VE-DS74",Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.5kg,1799,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1133,Toshiba,"Portege X30-D-10K",Ultrabook,13.3,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"512GB SSD","Intel HD Graphics 620","Windows 10",1.05kg,2226,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1131,Lenovo,"IdeaPad Y900-17ISK",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",16GB,"256GB SSD +  1.0TB Hybrid","Nvidia GeForce GTX 980M","Windows 10",4.6kg,2749.99,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1154,MSI,"GT72S Dominator",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 6820HQ 2.7GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10",3.78kg,2399,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1150,Lenovo,"IdeaPad 500-15ISK",Notebook,15.6,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",16GB,"1.0TB Hybrid","AMD Radeon R7 M360","Windows 10",2.5kg,1099,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
1156,Lenovo,"ThinkPad X1","2 in 1 Convertible",14,"IPS Panel Touchscreen 2560x1440","Intel Core i7 6600U 2.6GHz",16GB,"512GB SSD","Intel HD Graphics 520","Windows 10",2.8kg,2440,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
885,Samsung,"Notebook 9",Ultrabook,15,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"256GB SSD","Nvidia GeForce 940MX","Windows 10",1.23kg,1849,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
902,HP,"Envy x360","2 in 1 Convertible",13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz",16GB,"256GB SSD","Intel HD Graphics 620","Windows 10",1.42kg,1399,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
905,MSI,"GS73VR Stealth",Gaming,17.3,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz",16GB,"512GB SSD +  2TB HDD","Nvidia GeForce GTX 1060","Windows 10",2.43kg,2649,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
875,Dell,"XPS 13",Ultrabook,13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7660U 2.5GHz",16GB,"512GB SSD","Intel Iris Plus Graphics 640","Windows 10",1.29kg,2240,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
776,Dell,"Inspiron 7559",Gaming,15.6,"IPS Panel Touchscreen / 4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10",2.72kg,1099,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
770,Dell,"Latitude 7280",Ultrabook,12.5,"Full HD 1920x1080","Intel Core i7 7600U 2.8GHz",16GB,"256GB SSD","Intel HD Graphics 620","Windows 10",1.18kg,1859,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
767,Dell,"Alienware 17",Gaming,15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",4.42kg,2868.99,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
744,HP,"ZBook 15",Workstation,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD","Nvidia Quadro M2200","Windows 10",2.6kg,2419,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
746,MSI,"GS63VR 7RF",Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",1.8kg,2094.48,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
738,Acer,"Predator 17",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",4.2kg,1935,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
758,HP,"Zbook 17",Workstation,17.3,"IPS Panel Full HD 1920x1080","Intel Xeon E3-1535M v5 2.9GHz",16GB,"256GB SSD","Nvidia Quadro M2000M","Windows 7",3kg,4389,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
752,Lenovo,"Thinkpad P51s",Workstation,15.6,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7600U 2.8GHz",16GB,"1TB SSD","Nvidia Quadro M520M","Windows 10",2.5kg,3299,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
754,Samsung,"Notebook 9",Ultrabook,13.3,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"256GB SSD","Intel HD Graphics 620","Windows 10",0.81kg,1649,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
637,Asus,"ZenBook 3",Ultrabook,14,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"512GB SSD","Intel HD Graphics 620","Windows 10",1.1kg,1900,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
618,Dell,"Inspiron 7559",Gaming,15.6,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16GB,"1TB HDD","Nvidia GeForce GTX 960<U+039C>","Windows 10",2.59kg,879.01,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
639,Dell,"Inspiron 7567",Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.62kg,1479,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
625,MSI,"GT62VR 7RE",Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",2.94kg,2267.86,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
610,MSI,"Laptop MSI",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 970M","Windows 10",4.14kg,2199,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
612,MSI,"GS63VR 7RF",Gaming,15.6,"4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  2TB HDD","Nvidia GeForce GTX 1060","Windows 10",1.8kg,2299,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
647,Dell,"XPS 15",Notebook,15.6,"4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7700HQ 2.8GHz",16GB,"1TB SSD","Nvidia GeForce GTX 1050","Windows 10",2.06kg,2399,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
706,Toshiba,"Portege Z30T-C-133",Ultrabook,13.3,"Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz",16GB,"512GB SSD","Intel HD Graphics 520","Windows 10",1.36kg,1877,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
722,Dell,"Latitude 5580",Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7300U 2.6GHz",16GB,"512GB SSD","Intel HD Graphics 620","Windows 10",1.93kg,1426.66,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
704,Lenovo,"Yoga 910-13IKB","2 in 1 Convertible",14,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"512GB SSD","Intel HD Graphics 620","Windows 10",1.38kg,1749,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
693,Dell,"Alienware 15",Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7820HK 2.9GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",3.49kg,2813.75,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
715,Lenovo,"ThinkPad P51s",Workstation,15.6,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",16GB,"512GB SSD","Nvidia Quadro M520M","Windows 7",2.18kg,1855,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
785,Lenovo,"Thinkpad P50",Notebook,15.6,"4K Ultra HD 3840x2160","Intel Core i7 6820HQ 2.7GHz",16GB,"512GB SSD","Nvidia Quadro M2000M","Windows 7",2.5kg,2370,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
794,MSI,"GS43VR 7RE",Gaming,14,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",1.6kg,1891,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
779,Dell,"Inspiron 5567",Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"256GB SSD","AMD Radeon R7 M445","Windows 10",2.3kg,1181.27,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
820,MSI,"GE72MVR 7RG",Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10",2.9kg,2415,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
787,Razer,"Blade Pro",Gaming,14,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"512GB SSD","Nvidia GeForce GTX 1060","Windows 10",1.95kg,2899,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
797,Acer,"Predator G9-793",Gaming,17.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10",4.2kg,2299,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
780,Samsung,"Notebook 9","2 in 1 Convertible",15,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",16GB,"256GB SSD","AMD Radeon 540","Windows 10",1.71kg,1799,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
817,Dell,"Inspiron 7567",Gaming,15.6,"4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",16GB,"512GB SSD","Nvidia GeForce GTX 1050 Ti","Windows 10",2.62kg,1679,7,"Kingston 240GB A400 SATA 3 2.5" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",35,350,0
